,Unnamed: 0,full_name,selling_price,new_price,year,seller_type,km_driven,owner_type,fuel_type,transmission_type,mileage,engine,max_power,seats,model_name
7683,7683,Maruti,3.0,,2011,Individual,170000,First Owner,Petrol,Manual,19.7,Engine796 CC,Max Power46.3 bhp,Seats5,Alto LXi
7684,7684,Mahindra,6.5,New Car (On-Road Price) : Rs.16.67-23.41 Lakh*,2013,Dealer,99000,First Owner,Diesel,Manual,15.1,Engine2179 CC,Max Power140 bhp,Seats7,XUV500 W8
7685,7685,Ford,2.4,,2012,Dealer,151000,First Owner,Diesel,Manual,17.8,Engine1399 CC,Max Power68 bhp,Seats5,Fiesta 1.4
7686,7686,Nissan,5.95,,2014,Dealer,64000,First Owner,Diesel,Automatic,19.61,Engine1461 CC,Max Power108.5 bhp,Seats5,Terrano XV
7687,7687,Maruti,6.34,New Car (On-Road Price) : Rs.6.46-9.53 Lakh*,2018,Individual,46000,First Owner,Petrol,Automatic,22.0,Engine1197 CC,Max Power81.80 bhp,Seats5,Swift AMT
7688,7688,Hyundai,3.45,,2018,Individual,12735,First Owner,Petrol,Manual,21.1,Engine814 CC,Max Power55.2 bhp,Seats5,EON Magna
7689,7689,Honda,8.25,New Car (On-Road Price) : Rs.12.69-16.86 Lakh*,2016,Dealer,21446,First Owner,Petrol,Manual,16.8,Engine1497 CC,Max Power116.3 bhp,Seats5,City 1.5
7690,7690,Nissan,5.5,,2016,Dealer,62384,First Owner,Diesel,Manual,21.64,Engine1461 CC,Max Power84.8 bhp,Seats5,Sunny Diesel
7691,7691,Tata,2.3,,2014,Individual,221000,First Owner,Diesel,Manual,19.09,Engine1405 CC,Max Power69.01 bhp,Seats5,Indigo LS
7692,7692,Skoda,5.0,,2012,Dealer,85000,First Owner,Diesel,Automatic,20.0,Engine1968 CC,Max Power138.1 bhp,Seats5,Laura Ambiente
7693,7693,Hyundai,4.4,New Car (On-Road Price) : Rs.7.01-7.37 Lakh*,2015,Dealer,42426,First Owner,Petrol,Automatic,18.9,Engine1197 CC,Max Power81.86 bhp,Seats5,Grand i10
7694,7694,Mahindra,8.2,,2013,Dealer,71000,First Owner,Diesel,Manual,12.05,Engine2179 CC,Max Power120 bhp,Seats8,Scorpio VLX
7695,7695,Maruti,4.89,,2015,Dealer,35330,First Owner,Diesel,Manual,27.62,Engine793 CC,Max Power47 bhp,Seats5,Celerio ZDi
7696,7696,Ford,3.1,New Car (On-Road Price) : Rs.9.12-9.81 Lakh*,2011,Dealer,66000,First Owner,Diesel,Manual,20.0,Engine1399 CC,Max Power68 bhp,Seats5,Figo Diesel
7697,7697,Chevrolet,5.0,,2012,Dealer,180487,First Owner,Diesel,Manual,12.2,Engine2499 CC,Max Power80 bhp,Seats10,Tavera Neo
7698,7698,Maruti,6.7,,2017,Individual,70000,First Owner,Diesel,Manual,28.4,Engine1248 CC,Max Power74.02 bhp,Seats5,Swift Dzire
7699,7699,Honda,3.5,,2014,Individual,24000,First Owner,Petrol,Manual,19.4,Engine1198 CC,Max Power86.8 bhp,Seats5,Brio S
7700,7700,Chevrolet,3.65,,2014,Individual,68000,First Owner,Diesel,Manual,18.2,Engine1248 CC,Max Power73.8 bhp,Seats8,Enjoy TCDi
7701,7701,Hyundai,3.45,,2011,Dealer,75000,First Owner,Petrol,Manual,20.36,Engine1197 CC,Max Power78.9 bhp,Seats5,i10 Sportz
7702,7702,Hyundai,8.75,New Car (On-Road Price) : Rs.10.47-16.87 Lakh*,2017,Individual,22000,First Owner,Petrol,Manual,17.01,Engine1591 CC,Max Power121.3 bhp,Seats5,Verna 1.6
7703,7703,Honda,2.9,,2012,Individual,88237,First Owner,Petrol,Manual,19.4,Engine1198 CC,Max Power86.8 bhp,Seats5,Brio S
7704,7704,Ford,7.31,New Car (On-Road Price) : Rs.10.16-13.72 Lakh*,2015,Dealer,59636,First Owner,Diesel,Manual,23.0,Engine1498 CC,Max Power98.96 bhp,Seats5,Ecosport 2015-2021
7705,7705,Maruti,4.5,New Car (On-Road Price) : Rs.5.30-6.65 Lakh*,2018,Individual,8300,First Owner,Petrol,Manual,23.1,Engine998 CC,Max Power67.04 bhp,Seats5,Celerio VXI
7706,7706,Nissan,3.5,,2016,Individual,100000,First Owner,Petrol,Manual,19.49,Engine1198 CC,Max Power67.04 bhp,Seats5,Micra Active
7707,7707,Hyundai,3.65,New Car (On-Road Price) : Rs.7.12-7.48 Lakh*,2011,Dealer,94000,First Owner,Petrol,Automatic,16.95,Engine1197 CC,Max Power78.9 bhp,Seats5,i10 Sportz
7708,7708,BMW,24.8,,2015,Dealer,87000,First Owner,Diesel,Automatic,21.76,Engine1995 CC,Max Power188 bhp,Seats5,3 Series
7709,7709,Hyundai,4.0,New Car (On-Road Price) : Rs.6.87-7.22 Lakh*,2016,Individual,60000,First Owner,Petrol,Automatic,18.9,Engine1197 CC,Max Power81.86 bhp,Seats5,Grand i10
7710,7710,Hyundai,2.2,,2014,Individual,70000,First Owner,Petrol,Manual,20.36,Engine1197 CC,Max Power78.9 bhp,Seats5,i10 Sportz
7711,7711,Hyundai,2.95,,2011,Dealer,67000,First Owner,Petrol,Manual,20.36,Engine1197 CC,Max Power78.9 bhp,Seats5,i10 Magna
7712,7712,Maruti,3.8,,2012,Dealer,103398,First Owner,Diesel,Manual,23.2,Engine1248 CC,Max Power73.94 bhp,Seats5,Ritz ZDi
7713,7713,Hyundai,4.7,,2015,Individual,50000,First Owner,Diesel,Manual,24.0,Engine1120 CC,Max Power70 bhp,Seats5,Grand i10
7714,7714,Audi,21.0,,2008,Dealer,65000,First Owner,Petrol,Automatic,9.5,Engine3189 CC,Max Power246 bhp,Seats4,TT Coupe
7715,7715,Hyundai,2.5,,2018,Individual,90000,First Owner,Petrol,Manual,21.1,Engine814 CC,Max Power55.2 bhp,Seats5,EON Era
7716,7716,Maruti,2.35,New Car (On-Road Price) : Rs.4.71-5.18 Lakh*,2011,Dealer,79345,First Owner,Petrol,Manual,15.37,Engine1196 CC,Max Power73 bhp,Seats7,Eeco 7
7717,7717,Hyundai,2.55,,2015,Dealer,40000,First Owner,Petrol,Manual,21.1,Engine814 CC,Max Power55.2 bhp,Seats5,EON Magna
7718,7718,Honda,5.25,New Car (On-Road Price) : Rs.8.82-11.48 Lakh*,2016,Dealer,103092,First Owner,Diesel,Manual,25.8,Engine1498 CC,Max Power98.6 bhp,Seats5,Amaze S
7719,7719,Mercedes-Benz,12.0,,2014,Dealer,134000,First Owner,Diesel,Automatic,14.84,Engine2143 CC,Max Power170 bhp,Seats5,C-Class 220
7720,7720,Maruti,1.9,,2008,Individual,90000,First Owner,LPG,Manual,17.3,Engine1061 CC,Max Power57.5 bhp,Seats5,Wagon R
7721,7721,Hyundai,3.82,,2012,Dealer,57390,First Owner,Petrol,Manual,20.36,Engine1197 CC,Max Power78.9 bhp,Seats5,i10 Magna
7722,7722,Maruti,7.15,,2017,Dealer,49000,First Owner,Diesel,Manual,19.3,Engine1248 CC,Max Power73.9 bhp,Seats5,Swift Dzire
7723,7723,Hyundai,2.75,,2009,Dealer,79497,First Owner,Petrol,Manual,20.36,Engine1197 CC,Max Power78.9 bhp,Seats5,i10 Magna
7724,7724,Hyundai,4.44,New Car (On-Road Price) : Rs.9.42-12.62 Lakh*,2014,Individual,90000,First Owner,Diesel,Manual,22.54,Engine1396 CC,Max Power88.73 bhp,Seats5,i20 2015-2017
7725,7725,Tata,4.4,,2018,Dealer,35093,First Owner,Diesel,Manual,27.28,Engine1047 CC,Max Power69 bhp,Seats5,Tiago 1.05
7726,7726,Honda,3.5,,2015,Individual,28000,First Owner,Petrol,Manual,19.4,Engine1198 CC,Max Power86.8 bhp,Seats5,Brio VX
7727,7727,Mercedes-Benz,20.5,,2017,Dealer,34000,First Owner,Diesel,Automatic,15.0,Engine2147 CC,Max Power107.3 bhp,Seats5,B Class
7728,7728,Honda,10.25,,2017,Individual,12500,First Owner,Petrol,Automatic,15.4,Engine1497 CC,Max Power117.3 bhp,Seats7,BRV i-VTEC
7729,7729,Honda,9.3,,2017,Dealer,46497,First Owner,Petrol,Automatic,18.0,Engine1497 CC,Max Power117.6 bhp,Seats5,City i-VTEC
7730,7730,Ford,4.0,New Car (On-Road Price) : Rs.6.46-8.09 Lakh*,2016,Individual,40000,First Owner,Petrol,Manual,18.16,Engine1196 CC,Max Power86.8 bhp,Seats5,Figo 1.2
7731,7731,Hyundai,3.0,,2016,Individual,26000,First Owner,Petrol,Manual,21.1,Engine814 CC,Max Power55.2 bhp,Seats5,EON Era
7732,7732,Maruti,1.45,,2005,Dealer,92208,First Owner,Petrol,Manual,19.7,Engine796 CC,Max Power35 bhp,Seats8,Omni 8
7733,7733,Honda,7.15,New Car (On-Road Price) : Rs.7.21-10.19 Lakh*,2019,Individual,7000,First Owner,Petrol,Manual,19.5,Engine1199 CC,Max Power88.76 bhp,Seats5,Amaze V
7734,7734,Hyundai,6.6,New Car (On-Road Price) : Rs.7.98-13.83 Lakh*,2018,Dealer,15000,First Owner,Petrol,Manual,18.6,Engine1197 CC,Max Power81.83 bhp,Seats5,i20 1.2
7735,7735,Hyundai,4.5,New Car (On-Road Price) : Rs.5.44-7.34 Lakh*,2019,Individual,5000,First Owner,Petrol,Manual,20.3,Engine1086 CC,Max Power68 bhp,Seats5,Santro Era
7736,7736,Maruti,2.4,,2011,Individual,40000,First Owner,Petrol,Manual,20.92,Engine998 CC,Max Power67.1 bhp,Seats5,Alto K10
7737,7737,Mahindra,5.0,New Car (On-Road Price) : Rs.8.99-10.55 Lakh*,2014,Individual,90000,First Owner,Diesel,Manual,15.96,Engine2523 CC,Max Power62.1 bhp,Seats7,Bolero 2011-2019
7738,7738,Maruti,2.25,,2010,Individual,50000,First Owner,Petrol,Manual,20.92,Engine998 CC,Max Power67.1 bhp,Seats5,Alto K10
7739,7739,Maruti,4.0,,2011,Individual,70000,First Owner,Diesel,Manual,22.9,Engine1248 CC,Max Power74 bhp,Seats5,Swift ZDi
7740,7740,Volkswagen,4.65,New Car (On-Road Price) : Rs.7.04-11.42 Lakh*,2015,Dealer,72477,First Owner,Petrol,Manual,16.47,Engine1198 CC,Max Power74 bhp,Seats5,Polo 1.2
7741,7741,Hyundai,4.35,,2012,Dealer,23000,First Owner,Diesel,Manual,21.9,Engine1396 CC,Max Power88.76 bhp,Seats5,i20 Sportz
7742,7742,Renault,2.25,New Car (On-Road Price) : Rs.3.54-6.13 Lakh*,2016,Individual,45000,First Owner,Petrol,Manual,25.17,Engine799 CC,Max Power53.3 bhp,Seats5,KWID RXT
7743,7743,Maruti,4.0,New Car (On-Road Price) : Rs.6.37-9.24 Lakh*,2013,Dealer,64529,First Owner,Petrol,Manual,18.6,Engine1197 CC,Max Power85.8 bhp,Seats5,Swift VXI
7744,7744,Maruti,10.35,,2019,Dealer,19000,First Owner,Diesel,Automatic,24.3,Engine1248 CC,Max Power88.5 bhp,Seats5,Vitara Brezza
7745,7745,Maruti,8.7,,2019,Individual,15000,First Owner,Diesel,Manual,26.32,Engine1498 CC,Max Power93.87 bhp,Seats5,Ciaz Delta
7746,7746,Hyundai,3.0,,2009,Individual,50000,First Owner,Petrol,Manual,17.0,Engine1197 CC,Max Power80 bhp,Seats5,i20 Asta
7747,7747,Volkswagen,3.2,,2012,Dealer,122628,First Owner,Diesel,Manual,20.54,Engine1598 CC,Max Power103.6 bhp,Seats5,Vento Diesel
7748,7748,Honda,4.99,,2015,Dealer,49000,First Owner,Petrol,Manual,19.4,Engine1198 CC,Max Power86.8 bhp,Seats5,Brio V
7749,7749,BMW,84.0,,2017,Dealer,34000,First Owner,Diesel,Automatic,15.87,Engine2993 CC,Max Power308.43 bhp,Seats5,X6 xDrive
7750,7750,Ford,5.85,New Car (On-Road Price) : Rs.6.91-8.58 Lakh*,2018,Dealer,21450,First Owner,Petrol,Manual,18.16,Engine1196 CC,Max Power86.8 bhp,Seats5,Aspire 1.2
7751,7751,Volkswagen,11.5,New Car (On-Road Price) : Rs.10.40-16.74 Lakh*,2019,Dealer,10000,First Owner,Petrol,Automatic,18.19,Engine1197 CC,Max Power103.2 bhp,Seats5,Vento 1.2
7752,7752,Hyundai,10.75,New Car (On-Road Price) : Rs.12.33-20.82 Lakh*,2016,Dealer,57000,First Owner,Diesel,Manual,19.67,Engine1582 CC,Max Power126.2 bhp,Seats5,Creta 1.6
7753,7753,Volkswagen,6.11,,2014,Dealer,72806,First Owner,Diesel,Manual,20.34,Engine1498 CC,Max Power103.2 bhp,Seats5,Vento 1.5
7754,7754,Hyundai,4.0,New Car (On-Road Price) : Rs.6.87-7.22 Lakh*,2016,Individual,40000,First Owner,Petrol,Manual,18.9,Engine1197 CC,Max Power82 bhp,Seats5,Grand i10
7755,7755,Chevrolet,1.6,,2012,Individual,50000,First Owner,Petrol,Manual,18.6,Engine1199 CC,Max Power79.4 bhp,Seats5,Beat LS
7756,7756,Hyundai,7.0,New Car (On-Road Price) : Rs.7.98-13.47 Lakh*,2017,Individual,40000,First Owner,Petrol,Manual,18.6,Engine1197 CC,Max Power81.83 bhp,Seats5,i20 1.2
7757,7757,Honda,11.0,New Car (On-Road Price) : Rs.12.69-16.86 Lakh*,2017,Individual,25000,First Owner,Petrol,Automatic,18.0,Engine1497 CC,Max Power117.3 bhp,Seats5,City i
7758,7758,Hyundai,10.5,,2017,Dealer,43000,First Owner,Petrol,Manual,13.0,Engine1591 CC,Max Power121.3 bhp,Seats5,Creta 1.6
7759,7759,Chevrolet,3.8,,2011,Individual,120000,First Owner,Diesel,Manual,12.2,Engine1994 CC,Max Power105.3 bhp,Seats10,Tavera Neo
7760,7760,Mercedes-Benz,14.0,New Car (On-Road Price) : Rs.51.73-64.63 Lakh*,2012,Dealer,72000,First Owner,Diesel,Automatic,14.84,Engine2143 CC,Max Power167.62 bhp,Seats5,C-Class C
7761,7761,Hyundai,8.5,New Car (On-Road Price) : Rs.13.10-18.30 Lakh*,2017,Dealer,40728,First Owner,Diesel,Manual,22.0,Engine1582 CC,Max Power126.2 bhp,Seats5,Verna CRDi
7762,7762,Hyundai,2.45,New Car (On-Road Price) : Rs.10.65-16.73 Lakh*,2007,Dealer,82000,First Owner,Petrol,Manual,13.9,Engine1599 CC,Max Power103.2 bhp,Seats5,Verna 1.6
7763,7763,Maruti,4.0,,2010,Dealer,107600,First Owner,Diesel,Manual,17.8,Engine1248 CC,Max Power75 bhp,Seats5,Swift Vdi
7764,7764,Mahindra,6.5,,2015,Dealer,56453,First Owner,Diesel,Manual,13.6,Engine2523 CC,Max Power63 bhp,Seats7,Bolero SLX
7765,7765,Hyundai,3.2,New Car (On-Road Price) : Rs.9.59-13.13 Lakh*,2010,Dealer,97845,First Owner,Diesel,Manual,21.27,Engine1396 CC,Max Power88.76 bhp,Seats5,i20 Asta
7766,7766,Maruti,8.2,,2018,Individual,38000,First Owner,Diesel,Manual,25.1,Engine1248 CC,Max Power88.5 bhp,Seats5,S-Cross 2017-2020
7767,7767,Maruti,3.82,New Car (On-Road Price) : Rs.5.57-7.25 Lakh*,2014,Dealer,25932,First Owner,Petrol,Manual,21.79,Engine998 CC,Max Power67.05 bhp,Seats5,Wagon R
7768,7768,Hyundai,2.95,,2012,Dealer,295000,First Owner,Petrol,Manual,21.1,Engine814 CC,Max Power55.2 bhp,Seats5,EON Era
7769,7769,Tata,4.8,New Car (On-Road Price) : Rs.5.65-7.91 Lakh*,2017,Dealer,32000,First Owner,Petrol,Manual,23.84,Engine1199 CC,Max Power84 bhp,Seats5,Tiago 1.2
7770,7770,Maruti,2.2,,2008,Individual,110000,First Owner,Diesel,Manual,17.8,Engine1248 CC,Max Power75 bhp,Seats5,Swift Vdi
7771,7771,Nissan,5.95,,2013,Dealer,116322,First Owner,Diesel,Manual,19.01,Engine1461 CC,Max Power108.5 bhp,Seats5,Terrano XL
7772,7772,Volkswagen,3.85,,2011,Dealer,58733,First Owner,Diesel,Manual,20.54,Engine1598 CC,Max Power103.6 bhp,Seats5,Vento Diesel
7773,7773,Mahindra,6.0,,2016,Individual,15000,First Owner,Diesel,Manual,17.21,Engine1493 CC,Max Power100 bhp,Seats7,Quanto C8
7774,7774,Ford,7.3,New Car (On-Road Price) : Rs.9.33-13.56 Lakh*,2017,Dealer,43000,First Owner,Petrol,Automatic,14.7,Engine1496 CC,Max Power120.69 bhp,Seats5,Ecosport 2015-2021
7775,7775,Ford,2.3,New Car (On-Road Price) : Rs.9.02-9.69 Lakh*,2011,Individual,68000,First Owner,Diesel,Manual,20.0,Engine1399 CC,Max Power68 bhp,Seats5,Figo Diesel
7776,7776,Isuzu,13.5,,2016,Dealer,90000,First Owner,Diesel,Automatic,12.08,Engine2999 CC,Max Power161 bhp,Seats7,MU 7
7777,7777,Honda,5.0,,2015,Dealer,67500,First Owner,Petrol,Manual,18.0,Engine1198 CC,Max Power86.7 bhp,Seats5,Amaze S
7778,7778,Renault,2.6,,2013,Individual,110000,First Owner,Diesel,Manual,23.08,Engine1461 CC,Max Power63.12 bhp,Seats5,Pulse RxZ
7779,7779,Hyundai,3.5,New Car (On-Road Price) : Rs.12.84-18.09 Lakh*,2010,Individual,140000,First Owner,Diesel,Manual,16.2,Engine1493 CC,Max Power110 bhp,Seats5,Verna Transform
7780,7780,Ford,4.0,,2012,Individual,72000,First Owner,Petrol,Manual,17.0,Engine1499 CC,Max Power109 bhp,Seats5,Fiesta Petrol
7781,7781,Volkswagen,7.23,New Car (On-Road Price) : Rs.7.04-11.42 Lakh*,2016,Dealer,65067,First Owner,Petrol,Automatic,17.21,Engine1197 CC,Max Power103.5 bhp,Seats5,Polo 2015-2019
7782,7782,Maruti,3.5,,2012,Dealer,92171,First Owner,Diesel,Manual,23.2,Engine1248 CC,Max Power73.94 bhp,Seats5,Ritz VDI
7783,7783,Hyundai,8.5,New Car (On-Road Price) : Rs.12.85-18.11 Lakh*,2016,Dealer,32615,First Owner,Diesel,Manual,23.9,Engine1582 CC,Max Power126.2 bhp,Seats5,Verna 1.6
7784,7784,Renault,4.0,,2013,Individual,70000,First Owner,Diesel,Manual,19.01,Engine1461 CC,Max Power108.45 bhp,Seats5,Duster 110PS
7785,7785,Renault,5.5,New Car (On-Road Price) : Rs.3.68-6.53 Lakh*,2020,Dealer,3960,First Owner,Petrol,Automatic,22.0,Engine999 CC,Max Power67 bhp,Seats5,KWID Climber
7786,7786,Volkswagen,4.25,,2013,Dealer,114000,First Owner,Diesel,Manual,20.54,Engine1598 CC,Max Power103.6 bhp,Seats5,Vento Diesel
7787,7787,Maruti,1.7,,2010,Individual,80000,First Owner,Petrol,Manual,19.7,Engine796 CC,Max Power46.3 bhp,Seats5,Alto LXi
7788,7788,Hyundai,3.2,,2016,Individual,44000,First Owner,Petrol,Manual,21.1,Engine814 CC,Max Power55.2 bhp,Seats5,EON Magna
7789,7789,Audi,18.0,,2015,Dealer,28000,First Owner,Diesel,Automatic,20.38,Engine1968 CC,Max Power143 bhp,Seats5,A3 35
7790,7790,Maruti,2.8,New Car (On-Road Price) : Rs.3.54-4.72 Lakh*,2017,Individual,80000,First Owner,Petrol,Manual,24.7,Engine796 CC,Max Power47.3 bhp,Seats5,Alto 800
7791,7791,Renault,5.5,,2013,Dealer,153000,First Owner,Diesel,Manual,19.01,Engine1461 CC,Max Power108.45 bhp,Seats5,Duster 110PS
7792,7792,Honda,6.25,,2016,Dealer,66325,First Owner,Diesel,Manual,27.3,Engine1498 CC,Max Power98.6 bhp,Seats5,Jazz 1.5
7793,7793,Tata,2.51,,2011,Individual,110000,First Owner,Diesel,Manual,13.7,Engine2179 CC,Max Power138.1 bhp,Seats7,Aria Pride
7794,7794,Honda,7.85,,2014,Dealer,63200,First Owner,Diesel,Manual,25.1,Engine1498 CC,Max Power98.6 bhp,Seats5,City i
7795,7795,Hyundai,4.0,,2015,Individual,102820,First Owner,Diesel,Manual,24.4,Engine1120 CC,Max Power71 bhp,Seats5,Xcent 1.1
7796,7796,Hyundai,2.9,,2017,Individual,50000,First Owner,Petrol,Manual,20.3,Engine998 CC,Max Power68.05 bhp,Seats5,EON 1.0
7797,7797,Maruti,4.6,,2014,Dealer,87832,First Owner,Diesel,Manual,25.2,Engine1248 CC,Max Power74 bhp,Seats5,Swift VDI
7798,7798,Maruti,5.25,New Car (On-Road Price) : Rs.6.03-8.84 Lakh*,2017,Dealer,54300,First Owner,Petrol,Manual,20.89,Engine1197 CC,Max Power81.80 bhp,Seats5,Ignis 1.2
7799,7799,Maruti,6.7,,2017,Dealer,38991,First Owner,Diesel,Manual,25.2,Engine1248 CC,Max Power74 bhp,Seats5,Swift VDI
7800,7800,Tata,3.0,,2009,Individual,56000,First Owner,Diesel,Manual,19.61,Engine1405 CC,Max Power70 bhp,Seats5,Indigo TDI
7801,7801,BMW,9.5,New Car (On-Road Price) : Rs.73.22-82.23 Lakh*,2007,Dealer,62000,First Owner,Diesel,Automatic,18.48,,,Seats5,5 Series
7802,7802,Nissan,7.5,,2017,Individual,15000,First Owner,Diesel,Manual,22.71,Engine1461 CC,Max Power84.8 bhp,Seats5,Sunny XV
7803,7803,Hyundai,10.45,New Car (On-Road Price) : Rs.10.59-16.61 Lakh*,2018,Dealer,5500,First Owner,Petrol,Manual,17.0,Engine1591 CC,Max Power121.3 bhp,Seats5,Verna VTVT
7804,7804,Maruti,4.5,New Car (On-Road Price) : Rs.8.97-12.24 Lakh*,2014,Individual,76000,First Owner,Petrol,Manual,16.02,Engine1373 CC,Max Power93.7 bhp,Seats7,Ertiga LXI
7805,7805,Maruti,9.5,,2018,Individual,45000,First Owner,Diesel,Manual,24.3,Engine1248 CC,Max Power88.5 bhp,Seats5,Vitara Brezza
7806,7806,Maruti,4.5,,2013,Dealer,26000,First Owner,Petrol,Automatic,23.1,Engine998 CC,Max Power67.04 bhp,Seats5,Celerio VXI
7807,7807,Maruti,7.25,,2017,Dealer,60000,First Owner,Diesel,Manual,26.59,Engine1248 CC,Max Power74 bhp,Seats5,Swift Dzire
7808,7808,Datsun,3.9,,2018,Individual,30202,First Owner,Petrol,Manual,20.62,Engine1198 CC,Max Power67 bhp,Seats7,GO Plus
7809,7809,Maruti,3.8,,2011,Dealer,73704,First Owner,Diesel,Manual,23.4,Engine1248 CC,Max Power74 bhp,Seats5,Swift Dzire
7810,7810,Maruti,1.85,,2010,Dealer,98499,First Owner,Petrol,Manual,19.7,Engine796 CC,Max Power46.3 bhp,Seats5,Alto LXi
7811,7811,Maruti,4.5,New Car (On-Road Price) : Rs.5.55-7.35 Lakh*,2017,Dealer,19971,First Owner,Petrol,Automatic,21.79,Engine998 CC,Max Power67.05 bhp,Seats5,Wagon R
7812,7812,Maruti,6.25,New Car (On-Road Price) : Rs.6.46-9.53 Lakh*,2019,Dealer,20000,First Owner,Petrol,Manual,22.0,Engine1197 CC,Max Power81.80 bhp,Seats5,Swift VXI
7813,7813,Chevrolet,2.51,,2015,Individual,78660,First Owner,Diesel,Manual,22.1,Engine1248 CC,Max Power74 bhp,Seats5,Sail 1.3
7814,7814,Tata,2.0,,2011,Individual,100000,First Owner,Diesel,Manual,23.03,Engine1396 CC,Max Power69 bhp,Seats5,Indigo eLX
7815,7815,Mahindra,5.9,New Car (On-Road Price) : Rs.8.83-10.34 Lakh*,2016,Dealer,76000,First Owner,Diesel,Manual,13.6,Engine2523 CC,Max Power63 bhp,Seats9,Bolero 2011-2019
7816,7816,Maruti,9.5,,2017,Individual,65000,First Owner,Diesel,Manual,24.52,Engine1248 CC,Max Power88.5 bhp,Seats7,Ertiga SHVS
7817,7817,Maruti,3.25,,2015,Dealer,72000,First Owner,Diesel,Manual,21.1,Engine1248 CC,Max Power73.9 bhp,Seats5,Ritz LDi
7818,7818,Maruti,3.0,New Car (On-Road Price) : Rs.3.52-4.70 Lakh*,2015,Individual,70000,First Owner,Petrol,Manual,22.74,Engine796 CC,Max Power47.3 bhp,Seats5,Alto 800
7819,7819,Hyundai,4.25,New Car (On-Road Price) : Rs.7.01-7.38 Lakh*,2017,Dealer,50000,First Owner,Petrol,Manual,18.9,Engine1197 CC,Max Power81.86 bhp,Seats5,Grand i10
7820,7820,Honda,5.5,,2015,Dealer,79413,First Owner,Diesel,Manual,24.2,Engine1498 CC,Max Power98.6 bhp,Seats7,Mobilio S
7821,7821,Hyundai,4.8,New Car (On-Road Price) : Rs.13.10-18.30 Lakh*,2012,Dealer,97000,First Owner,Diesel,Automatic,22.32,Engine1582 CC,Max Power126.3 bhp,Seats5,Verna 1.6
7822,7822,Maruti,6.0,,2015,Individual,90000,First Owner,Diesel,Manual,26.59,Engine1248 CC,Max Power74 bhp,Seats5,Swift Dzire
7823,7823,Renault,3.95,New Car (On-Road Price) : Rs.3.68-6.53 Lakh*,2017,Dealer,34000,First Owner,Petrol,Automatic,24.04,Engine999 CC,Max Power67 bhp,Seats5,KWID Reloaded
7824,7824,Maruti,7.25,,2017,Dealer,91000,First Owner,Diesel,Manual,28.4,Engine1248 CC,Max Power74 bhp,Seats5,Swift ZDI
7825,7825,Hyundai,4.1,,2014,Individual,39000,First Owner,Petrol,Manual,18.9,Engine1197 CC,Max Power82 bhp,Seats5,Grand i10
7826,7826,Volkswagen,7.25,,2014,Dealer,32000,First Owner,Diesel,Manual,20.34,Engine1498 CC,Max Power103.2 bhp,Seats5,Vento 1.5
7827,7827,Honda,4.36,,2013,Dealer,59958,First Owner,Petrol,Manual,19.4,Engine1198 CC,Max Power86.8 bhp,Seats5,Brio V
7828,7828,Hyundai,9.11,New Car (On-Road Price) : Rs.12.11-20.45 Lakh*,2018,Individual,40000,First Owner,Diesel,Manual,21.38,Engine1396 CC,Max Power88.7 bhp,Seats5,Creta 1.4
7829,7829,Hyundai,2.46,,2017,Individual,35000,First Owner,Petrol,Manual,21.1,Engine814 CC,Max Power55.2 bhp,Seats5,EON Magna
7830,7830,Maruti,6.5,,2015,Dealer,63348,First Owner,Diesel,Manual,19.3,Engine1248 CC,Max Power73.9 bhp,Seats5,Swift Dzire
7831,7831,Mahindra,12.75,New Car (On-Road Price) : Rs.16.60-23.38 Lakh*,2016,Dealer,143210,First Owner,Diesel,Automatic,16.0,Engine2179 CC,Max Power140 bhp,Seats7,XUV500 AT
7832,7832,Maruti,3.1,New Car (On-Road Price) : Rs.6.74-10.04 Lakh*,2011,Individual,80000,First Owner,Petrol,Manual,17.5,Engine1298 CC,Max Power85.8 bhp,Seats5,Swift Dzire
7833,7833,Volkswagen,8.5,,2014,Dealer,141000,First Owner,Diesel,Manual,19.33,Engine1968 CC,Max Power138.03 bhp,Seats5,Jetta 2.0L
7834,7834,Maruti,6.0,,2017,Individual,115000,First Owner,Diesel,Manual,28.4,Engine1248 CC,Max Power74.02 bhp,Seats5,Swift Dzire
7835,7835,Hyundai,4.65,New Car (On-Road Price) : Rs.9.60-12.84 Lakh*,2013,Dealer,63000,First Owner,Diesel,Manual,21.9,Engine1396 CC,Max Power88.76 bhp,Seats5,i20 Sportz
7836,7836,Honda,6.8,New Car (On-Road Price) : Rs.7.21-10.19 Lakh*,2019,Dealer,10250,First Owner,Petrol,Manual,19.5,Engine1199 CC,Max Power88.76 bhp,Seats5,Amaze VX
7837,7837,Maruti,4.75,,2015,Dealer,50000,First Owner,Petrol,Manual,22.0,Engine1197 CC,Max Power81.80 bhp,Seats5,Swift VXI
7838,7838,Hyundai,1.5,New Car (On-Road Price) : Rs.10.27-16.15 Lakh*,2010,Individual,122661,First Owner,Petrol,Manual,16.2,Engine1599 CC,Max Power103.2 bhp,Seats5,Verna Transform
7839,7839,Hyundai,5.5,,2017,Dealer,72285,First Owner,Diesel,Manual,25.4,Engine1186 CC,Max Power73.97 bhp,Seats5,Xcent 1.2
